"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
0.214201183431953,0.273372781065089,0.0958579881656805,0.00118343195266272,0.0840236686390533,0.00118343195266272,0.190532544378698,0.00118343195266272,0.00118343195266272,0.00118343195266272,0.00118343195266272,0.00118343195266272,0.00118343195266272,0.00118343195266272,0.131360946745562
0.00645161290322581,0.00645161290322581,0.00645161290322581,0.00645161290322581,0.00645161290322581,0.00645161290322581,0.845161290322581,0.00645161290322581,0.00645161290322581,0.00645161290322581,0.00645161290322581,0.0709677419354839,0.00645161290322581,0.00645161290322581,0.00645161290322581
0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.0153846153846154,0.784615384615385
0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.00740740740740741,0.896296296296296
0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.00952380952380952,0.39047619047619,0.00952380952380952,0.00952380952380952,0.485714285714286
0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.745454545454545,0.0181818181818182,0.0181818181818182,0.0181818181818182
0.00540540540540541,0.87027027027027,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.0594594594594595,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541,0.00540540540540541
0.00689655172413793,0.83448275862069,0.0758620689655173,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793,0.00689655172413793
0.0105263157894737,0.115789473684211,0.0105263157894737,0.115789473684211,0.0105263157894737,0.536842105263158,0.0105263157894737,0.0105263157894737,0.0105263157894737,0.0105263157894737,0.0105263157894737,0.0105263157894737,0.115789473684211,0.0105263157894737,0.0105263157894737
0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667
